what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1496521565371
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496521566538
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496521571231
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1496521571257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496521575325
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496521576054
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496521580119
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496521584770
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496521588523
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1496521588540
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496521591293
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496522998279
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496522998840
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524199403
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524203029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524210023
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1496524216447
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1496524230540
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1496524231591
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1496524232218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524234143
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524267101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524267862
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524291104
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1496524301326
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524302479
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524305424
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1496524305445
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1496524307275
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524307900
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524344422
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1496524350357
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1496524363377
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524364270
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524376095
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1496524377125
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1496524404099
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1496524439996
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524440927
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524447048
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1496524450296
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1496524451316
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1496524456436
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1496524494703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1496524516482
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1496524521897
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1496524527768
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1496524533034
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524534358
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524537044
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1496524537061
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1496524539105
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524539650
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524544509
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1496524547999
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1496524565631
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524567028
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524572620
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1496524573378
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1496524590150
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1496524650551
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524651290
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524658338
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1496524679045
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1496524683717
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1496524687370
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1496524715384
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524716140
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496524724807
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1496524726026
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1496524726997
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1496524736419
